Feature_ID,Pass_N,Fail_N,Pass_Mean,Fail_Mean,F_stat,p_value,Eta_Squared,BH_Adjusted_p,BH_Significant,Bonferroni_Adjusted_p,Bonferroni_Significant
38,1462,104,86.83031080711355,86.92465865384614,4.339490083883957,0.03740016051222454,0.0027669328683739697,0.28890999490115454,False,1.0,False
469,1457,104,5.617964035689774,6.283320192307693,4.335512275665906,0.03748791596669235,0.002773244925112029,0.28890999490115454,False,1.0,False
166,1462,103,2.7733242134062928,3.009708737864077,4.297107289755548,0.038340797681921744,0.002741731143233136,0.28890999490115454,False,1.0,False
32,1462,104,85.30929938440491,85.73346442307692,4.262346580563327,0.03913059840798886,0.0027178785423607613,0.28890999490115454,False,1.0,False
68,1457,104,147.49656225120108,146.61122596153845,4.240886169676198,0.03962731091870775,0.00271288078964424,0.28890999490115454,False,1.0,False
70,1457,104,619.2342210706933,617.2449288461539,4.230215275213831,0.039876487355242664,0.002706073125940045,0.28890999490115454,False,1.0,False
199,1457,104,11.303706245710364,14.731153846153846,4.225045790567901,0.03999779145349125,0.002702775139091488,0.28890999490115454,False,1.0,False
573,1463,104,0.3490719070403281,0.29730865384615385,4.222486231331311,0.04005735807221562,0.002690814252523298,0.28890999490115454,False,1.0,False
519,781,71,11.393324455825866,15.41470985915493,4.224322093673584,0.04015359251168589,0.004945214019802102,0.28890999490115454,False,1.0,False
40,1439,104,68.23984155663655,63.27060576923077,4.144715430414547,0.041935413069861066,0.0026824124556255498,0.29746888245637887,False,1.0,False
543,1461,104,0.00849185489390828,0.008175961538461536,4.127860698582664,0.04235150190904377,0.002634029297866337,0.29746888245637887,False,1.0,False
542,1461,104,0.11124565366187543,0.11068557692307694,4.074214214457599,0.04371302471000269,0.002599885938713943,0.3034198185753128,False,1.0,False
280,1461,104,0.018120807665982203,0.016807692307692305,3.9907189981121935,0.04592458508899058,0.002546740672889083,0.3150640139826098,False,1.0,False
341,1457,104,2.683375909402883,3.414610576923077,3.865137957700688,0.049476362727286796,0.002473110355991124,0.33178902460937304,False,1.0,False
577,1463,104,16.80752918660287,14.318917307692308,3.8647471676258474,0.04948717655190649,0.0024634036647219744,0.33178902460937304,False,1.0,False
550,1221,86,16.94230139230139,18.021511627906975,3.8010258413914833,0.051435132124671976,0.002904204509579999,0.33765664170890114,False,1.0,False
31,1462,103,3.6801824213406293,3.5739291262135926,3.7975306316649404,0.0515069453454256,0.0024237532657674795,0.33765664170890114,False,1.0,False
553,1221,86,7.672856592956593,8.144241860465119,3.7209760342030207,0.05394959123891433,0.0028432157062834593,0.34843446656959703,False,1.0,False
333,1457,104,6.171586479066574,6.836201923076923,3.7080549078731377,0.05433215410915751,0.002372839185302431,0.34843446656959703,False,1.0,False
301,1462,103,0.9059264021887824,0.9700388349514564,3.5945653265957165,0.05815307954049745,0.0022945089981506197,0.3638554654742289,False,1.0,False
423,1460,104,77.24380842465753,83.5093951923077,3.5928519276588724,0.05821303333501834,0.002294882685006596,0.3638554654742289,False,1.0,False
433,1462,103,202.657510875513,246.1401019417476,3.574776344825317,0.058848159871886796,0.0022819059765318605,0.3638554654742289,False,1.0,False
281,1461,104,0.015164613278576315,0.014102884615384614,3.564752777927203,0.05920360116190843,0.0022755221395132003,0.3638554654742289,False,1.0,False
569,1214,80,20.981064250411865,23.1907275,3.5199822843833783,0.060858385939231784,0.002717042062274179,0.36678370612257966,False,1.0,False
138,1449,104,57.44575458937197,59.79421923076923,3.517181249198699,0.06092339525425899,0.0022625554040980986,0.36678370612257966,False,1.0,False
188,1462,104,42.93837346101231,47.049798076923075,3.4871333856725566,0.0620345253972947,0.0022246647589001687,0.3671120553102328,False,1.0,False
411,1449,104,2.6091006211180123,2.713416346153846,3.477540653244905,0.06239586534337951,0.0022371121886930103,0.3671120553102328,False,1.0,False
582,1462,104,0.5000534883720931,0.5006961538461538,3.4656166305597433,0.06284460607853137,0.0022109681984661157,0.3671120553102328,False,1.0,False
99,1457,104,0.0007617707618393958,0.01244423076923077,3.370727261677017,0.06655480042699677,0.0021574439426324866,0.3849738456071382,False,1.0,False
556,1221,86,4.199779524979525,4.46003953488372,3.327369318911341,0.06836436455991142,0.0025432238115170426,0.38830086440177214,False,1.0,False
488,1439,104,355.759291104934,309.1308076923077,3.3245519232666974,0.06844625406404119,0.002152754690797588,0.38830086440177214,False,1.0,False
545,1461,104,7.627522861054072,7.384951923076924,3.305792773702366,0.06922736460434349,0.0021105666524084354,0.3889918582529777,False,1.0,False
203,1457,104,29.861011393273852,33.04502115384616,3.2320777960191465,0.07240244456079666,0.0020688845415201885,0.40299473859311347,False,1.0,False
349,1439,104,0.02512369701181376,0.027030769230769226,3.1418887102451682,0.076502928709308,0.002034715030539998,0.4218385788644086,False,1.0,False
562,1214,80,262.8255634266886,261.2747,3.1053630626923887,0.07827126843823509,0.0023977686690668555,0.4275930405422102,False,1.0,False
475,1457,104,4.2315596431022655,4.697063461538462,3.089200506811706,0.07900976527071067,0.0019776082606610583,0.42766753678641556,False,1.0,False
547,1221,86,403.4817182637183,404.4659069767442,3.039519431149316,0.08149546588085163,0.002323721405964101,0.43134331778288726,False,1.0,False
145,1461,104,0.06393230663928816,0.05925384615384615,3.020751358768695,0.08240231449882217,0.0019289344385428628,0.43134331778288726,False,1.0,False
211,1439,104,0.0564589298123697,0.06085096153846154,2.996141168585495,0.08366325884468766,0.00194051078801133,0.43134331778288726,False,1.0,False
213,1439,104,0.059718902015288386,0.06902499999999999,2.990802066793323,0.08393893900891067,0.001937059510192561,0.43134331778288726,False,1.0,False
143,1454,104,0.004184456671251719,0.003959615384615384,2.990131690098711,0.08397169213785399,0.001917992698810169,0.43134331778288726,False,1.0,False
115,1463,104,747.9533277511962,739.3719509615386,2.9880062999502384,0.08408061624570012,0.0019056308389763144,0.43134331778288726,False,1.0,False
146,1461,104,0.05526351813826146,0.05144903846153846,2.9641567267076545,0.08532669488521885,0.0018928637120938611,0.43134331778288726,False,1.0,False
484,1439,104,217.79632022237666,180.59559615384615,2.9587402619197123,0.0856152349543171,0.0019163337625316278,0.43134331778288726,False,1.0,False
181,1462,104,0.5493632010943912,0.5103173076923077,2.9432429924256214,0.08643548896962235,0.00187833414234254,0.43134331778288726,False,1.0,False
78,1439,104,-0.013082835302293254,-0.021387500000000004,2.922435272139998,0.08755726034905227,0.001892864048979818,0.43134331778288726,False,1.0,False
102,1457,104,0.0018416609471516828,-0.009071153846153847,2.9191899536740684,0.08773084429482453,0.0018689763032879126,0.43134331778288726,False,1.0,False
175,1462,104,0.776713269493844,0.7967451923076924,2.8829139516594715,0.08972280814706268,0.0018399038792176405,0.4374913785683222,False,1.0,False
351,1439,104,0.027299861014593467,0.031519230769230765,2.865421568570065,0.09070412756568548,0.0018560047582766538,0.43865110871929863,False,1.0,False
417,1461,104,8.237010814510608,7.543214423076924,2.8462155285966375,0.09178884171909987,0.0018176852237279256,0.4402879399534059,False,1.0,False
416,1454,104,3.4160290921595595,3.2410451923076926,2.775090706579894,0.09594251798881129,0.0017803021892798853,0.45650069043063435,False,1.0,False
567,1214,80,0.0597004942339374,0.0659425,2.7282857782421526,0.09882804681156827,0.00210722651865308,0.4576641743117385,False,1.0,False
227,1461,104,0.019005407255304585,0.02080576923076923,2.7232577013826256,0.09909690348352078,0.001739296959400478,0.4576641743117385,False,1.0,False
565,1214,80,0.14465510708401977,0.16009250000000003,2.7215672821358416,0.09924383913536981,0.0021020483097759267,0.4576641743117385,False,1.0,False
453,1462,104,5.485977154582763,5.109446153846154,2.7201446234850963,0.09928985476593649,0.0017362032605630375,0.4576641743117385,False,1.0,False
446,1462,104,1.1730511627906979,1.202444230769231,2.706114817263156,0.10016512944633457,0.0017272638382334895,0.4581195842894372,False,1.0,False
37,1462,104,66.2179221614227,66.26838653846153,2.6759269365517615,0.10207720347261988,0.0017080283743066487,0.46327346191419794,False,1.0,False
334,1457,104,0.16648064516129032,0.1947471153846154,2.597618412777882,0.10722684542696843,0.0016634364590144071,0.4829300671901632,False,1.0,False
479,1457,104,3.2553563486616333,3.676194230769231,2.471606216177264,0.11612232374676901,0.0015828697789558714,0.5062535173845133,False,1.0,False
317,1462,104,0.17339555403556772,0.16185480769230767,2.469897836929026,0.11624773414518003,0.0015767285667854917,0.5062535173845133,False,1.0,False
324,1462,104,13.262205471956225,14.315735576923077,2.464437516810643,0.11665165931093334,0.001573248302219559,0.5062535173845133,False,1.0,False
198,1457,104,0.5516643788606727,0.6371346153846154,2.4549134517804103,0.11736056623136246,0.0015721961810306324,0.5062535173845133,False,1.0,False
336,1456,104,9.656458310439561,10.855379807692307,2.44599343206226,0.11802835030738038,0.001567496371138427,0.5062535173845133,False,1.0,False
310,1462,104,0.3042941176470588,0.31118557692307697,2.4436297712219726,0.11820519233934755,0.0015599857695350922,0.5062535173845133,False,1.0,False
67,1457,104,13.468253328757722,62.207329807692304,2.440893399585794,0.11841183965942853,0.0015632313780840307,0.5062535173845133,False,1.0,False
85,215,11,0.11285162790697675,0.11144545454545454,2.428341865345619,0.12057058641990055,0.010724549079592593,0.5117744315664844,False,1.0,False
66,1457,104,706.7896903912148,704.9710125,2.378717620050249,0.1232014224308724,0.001523472552306743,0.5192059945301051,False,1.0,False
104,1461,104,-5.817932922655711e-06,-0.00013846153846153847,2.362426583161149,0.1244911216723036,0.0015091882512587211,0.5209202963592845,False,1.0,False
360,1463,104,0.0027390293916609706,0.005840384615384616,2.3362028971109914,0.12659939823111024,0.001490556329135182,0.5260115841996834,False,1.0,False
279,1461,104,0.04126440793976728,0.03814134615384615,2.3023084541441716,0.12938410209215423,0.0014708394932464383,0.530119242101112,False,1.0,False
144,1461,104,0.12063559206023272,0.11119326923076923,2.302297230405605,0.12938503536027143,0.0014708323334599429,0.530119242101112,False,1.0,False
470,1457,104,5.316851750171586,6.080841346153846,2.283370164846932,0.1309701025600503,0.0014624956676543882,0.5329128311064115,False,1.0,False
445,1462,104,0.6456683310533516,0.6670740384615385,2.231513072942581,0.1354230797410202,0.001424765786102939,0.5472576510082322,False,1.0,False
30,1462,103,0.18383214774281806,0.18879708737864076,2.187139917589662,0.13936901969622068,0.0013973663990778779,0.5591877451919242,False,1.0,False
174,1462,104,0.319406292749658,0.3300442307692308,2.166185238788043,0.14127699246375888,0.0013831132731663366,0.5591877451919242,False,1.0,False
172,1462,104,0.31940642954856363,0.3300384615384615,2.1640133394160386,0.14147643641830504,0.0013817284275366853,0.5591877451919242,False,1.0,False
195,1460,103,0.28318698630136985,0.3423300970873786,2.156530717728603,0.1421663758962519,0.0013795999794968857,0.5591877451919242,False,1.0,False
443,1462,104,0.6325339945280438,0.6537211538461538,2.1165345819132035,0.14591658879231134,0.0013514540809558679,0.5661594190181092,False,1.0,False
521,1463,104,10.600730006835269,25.8089125,2.113298750421685,0.14622474285700363,0.0013485296513703116,0.5661594190181092,False,1.0,False
170,1462,104,0.6827922024623804,0.7059528846153846,2.1019039091661837,0.14731634173815344,0.001342124611380387,0.5661594190181092,False,1.0,False
25,1462,103,1.2055668946648426,1.1794000000000002,2.090205582086442,0.14844659396028018,0.0013355176427731856,0.5661594190181092,False,1.0,False
467,1460,103,6.167931506849316,7.445026213592232,2.087220467769939,0.14873679652170665,0.0013353192582211213,0.5661594190181092,False,1.0,False
158,130,8,1027.4569415384615,1237.799925,2.0295308439646775,0.1565588891356215,0.014703598799150884,0.5921137473719018,False,1.0,False
318,1462,104,3.2003329685362525,3.0262288461538462,1.9918888750948749,0.15834241520527706,0.0012719662785263424,0.5948277971701551,False,1.0,False
278,1454,104,0.0011207015130674002,0.0010721153846153845,1.982825071125833,0.1592928677167534,0.0012726873744807277,0.5948277971701551,False,1.0,False
587,1462,104,0.016391792065663473,0.01764326923076923,1.9615201041081112,0.16154919696232944,0.001252597895239281,0.5990754803251966,False,1.0,False
207,1457,104,20.210871654083732,22.692019230769233,1.9530151293415103,0.162461147206833,0.0012511684275004838,0.5990754803251966,False,1.0,False
494,1463,104,0.8944098427887902,1.8290673076923079,1.9394924920229901,0.16392146412911976,0.0012377583827046618,0.6007059865601284,False,1.0,False
377,1461,104,0.0015750855578370976,0.0015096153846153846,1.9130740688757102,0.1668197239559316,0.001222479446670848,0.607553315641973,False,1.0,False
331,1460,103,0.08264486301369862,0.09155242718446603,1.898823852751796,0.16840751782685595,0.0012149371563739174,0.6093527663098549,False,1.0,False
574,1463,104,9.41139090909091,5.658487500000001,1.8881422733544169,0.16960835963346238,0.0012050268442359681,0.6093527663098549,False,1.0,False
332,1456,104,2.5411085164835168,3.3267490384615384,1.881051100139748,0.1704122143069933,0.0012058939358312575,0.6093527663098549,False,1.0,False
340,1457,104,12.254869938229238,48.55767596153846,1.8684308068850946,0.1718519803249892,0.0011970456766296552,0.6106312507098929,False,1.0,False
335,1457,104,3.3736224433768016,4.173675,1.8598438727292648,0.17283969299754592,0.0011915508493797315,0.6106312507098929,False,1.0,False
293,130,8,331.65455461538465,398.87093749999997,1.8064799173329185,0.1811689213423133,0.013108816932386509,0.6362479975712193,False,1.0,False
10,1461,104,6.228610540725506e-05,0.0013182692307692307,1.7708767939284131,0.18346770354739386,0.0011317163555323686,0.6405085508459313,False,1.0,False
454,1462,104,7.910945485636114,7.501317307692309,1.7411162323530052,0.18719057782290405,0.0011120077350607234,0.6496614171500787,False,1.0,False
441,1462,104,0.8004476744186046,0.8250413461538462,1.731408046168835,0.1884240123267328,0.0011058142139011011,0.6501179372676746,False,1.0,False
359,1463,104,0.019777033492822966,0.020724999999999997,1.7141130313291126,0.19064478200155294,0.0010940815666826273,0.6539559382611408,False,1.0,False
11,1461,104,0.9644611225188228,0.9628307692307693,1.665081388016168,0.19710949629600877,0.0010641775085432825,0.6710723546984164,False,1.0,False
214,1439,104,0.08376601806810284,0.07638365384615384,1.6591650501113542,0.1979094740974991,0.0010755227646525917,0.6710723546984164,False,1.0,False
572,1463,104,29.191639644565964,18.01961346153846,1.6277132523949476,0.2022089537555939,0.0010389917391514403,0.681733044090288,False,1.0,False
110,519,30,101.2937310211946,101.74248000000001,1.61754476415356,0.20397492885261828,0.002948401449408718,0.6837795910400272,False,1.0,False
128,1454,104,3.189916781292985,3.2238557692307697,1.6025595578262528,0.20573036236201075,0.0010288629458089762,0.6857678745400358,False,1.0,False
222,1463,104,0.008354613807245385,0.015384615384615382,1.5341679405839843,0.21567373481983443,0.0009793389585628066,0.7057045178169032,False,1.0,False
182,1462,104,10.815259917920656,10.2925,1.5307659365461876,0.216183254093981,0.0009777935827600512,0.7057045178169032,False,1.0,False
9,1461,104,-0.0007152635181382613,-0.00260769230769231,1.5221891699632801,0.21747399642347298,0.0009729418863473321,0.7057045178169032,False,1.0,False
588,1462,104,0.005259507523939808,0.005618269230769231,1.5207876037250188,0.21768565662122247,0.0009714260045392469,0.7057045178169032,False,1.0,False
93,1461,104,-0.0005655030800821353,-0.00018942307692307694,1.5163100532880822,0.21836399042596122,0.0009691877569729119,0.7057045178169032,False,1.0,False
272,1457,103,41.15156609471517,43.371633009708745,1.5075099772559695,0.21970489892153178,0.0009666577221407292,0.7057045178169032,False,1.0,False
385,781,71,0.011244942381562099,0.013429577464788732,1.5060400137008791,0.22008412081069526,0.0017686780162788343,0.7057045178169032,False,1.0,False
343,1457,104,6.154236238846946,6.818742307692308,1.4858651913065335,0.22304351451156104,0.0009521811279747661,0.7066228392999713,False,1.0,False
80,1439,104,-0.018120708825573314,-0.024204807692307692,1.4820643320587639,0.22363820726396816,0.0009608308364353931,0.7066228392999713,False,1.0,False
112,781,71,0.4569235595390525,0.46429295774647894,1.476584408563948,0.22464710800223853,0.0017341456425247544,0.7066228392999713,False,1.0,False
485,1439,104,202.92620903405142,176.0055971153846,1.4701869266682144,0.2255020566707656,0.0009531379855046184,0.7066228392999713,False,1.0,False
19,1454,103,12.479256052269603,12.506132038834949,1.4628387384505142,0.22666283469388682,0.0009398481621544104,0.7066228392999713,False,1.0,False
134,1455,104,39.41640233676976,39.050279807692306,1.4552893525671702,0.22786438969249595,0.0009338024404740799,0.7066228392999713,False,1.0,False
